protein1	protein2	ColorSim	ECC	Pfam	SeqSim	AnnSim
Q8C8K9	P06213	0.335658326	4	0.2	0.0631025416	0.551
Q8C8K9	Q5PXS1	0.1532885079	3	0.25	0.0971797486	0.366
Q8C8K9	P43405	0.3028525555	3	0.33333334	0.0873090115	0.54
Q8C8K9	Q95KR7	0.1532885079	3	0.25	0.0944614339	0.366
Q8C8K9	Q01887	0.0759112265	4	0.33333334	0.0882749326	0.204
Q8C8K9	P04626	0.4057083277	4	0.2	0.0604279332	0.615
Q8C8K9	Q05397	0.251379104	3	0.33333334	0.0642387456	0.561
Q8C8K9	Q16584	0.2629738666	2	0	0.0600628931	0.506
Q8C8K9	Q12852	0.2878860337	2	0	0.0599243856	0.413
Q8C8K9	O43283	0.1625073357	2	0	0.0517212427	0.361
Q8C8K9	Q5R8X7	0.1625073357	2	0	0.0509792949	0.361
Q8C8K9	Q54QQ1	0.240325395	3	0	0.0514212712	0.444
Q8C8K9	Q55D99	0.2135495078	3	0	0.0531261561	0.4
Q8C8K9	P51166	0.1494722227	2	0	0.0586623691	0.389
Q8C8K9	Q03114	0.2385994764	2	0	0.0546553809	0.541
Q8C8K9	P28482	0.4208688001	2	0	0.0508171206	0.564
Q8C8K9	P08018	0.2536103488	2	0	0.0412981228	0.476
Q8C8K9	P51841	0.2347312999	0	0	0.0309817464	0.347
Q8C8K9	P36583	0.1794983808	2	0	0.0319345474	0.403
Q8C8K9	Q8NEV4	0.1716049383	3	0	0.023297561	0.269
Q8C8K9	P10676	0.1647161708	3	0.25	0.024387204	0.357
Q8C8K9	P22694	0.2020747367	2	0	0.0453568688	0.359
Q8C8K9	Q9WV60	0.3120020209	2	0	0.0430379747	0.485
Q8C8K9	P11802	0.2510831864	2	0	0.0464547677	0.471
Q8C8K9	P05132	0.1387580494	2	0	0.0429942418	0.303
Q8C8K9	P00517	0.0609144962	2	0	0.0429777437	0.15
Q8C8K9	O14098	0.0785971675	2	0	0.0388927821	0.263
Q8C8K9	P34099	0.1369027251	2	0	0.0417266187	0.283
Q8C8K9	Q96L34	0.1301316113	3	0	0.0341925466	0.265
Q8C8K9	P06493	0.1710427656	2	0	0.0433105665	0.327
Q8C8K9	P48734	0.1515717953	2	0	0.0433279743	0.311
Q8C8K9	P39073	0.0902335412	2	0	0.0358133243	0.283
Q8C8K9	P36582	0.1530776616	2	0	0.0283566058	0.347
Q8C8K9	A1ZBL5	0.2131238398	2	0	0.0320685435	0.467
Q8C8K9	Q9V8V8	0.2131238398	2	0	0.031405454	0.467
Q8C8K9	A1ZBL9	0.2131238398	2	0	0.027184466	0.467
Q8C8K9	Q0E915	0.2131238398	2	0	0.0282107574	0.467
Q8C8K9	A2ASS6	0.1717710997	3	0	0.002233112	0.42
Q8C8K9	P06782	0.2630783094	3	0	0.0329093281	0.41
Q8C8K9	P53355	0.1780043464	3	0	0.0209660409	0.358
Q8C8K9	P40376	0.1950573643	2	0	0.0338525441	0.351
Q8C8K9	Q05513	0.153307477	2	0	0.0313384813	0.311
Q8C8K9	P37173	0.303886611	2	0	0.0318508829	0.548
Q8C8K9	P54644	0.2423549873	3	0	0.0350686913	0.403
Q8C8K9	Q00168	0.139187021	2	0	0.0308629442	0.308
Q8C8K9	Q04771	0.2651661087	2	0	0.0319163763	0.479
Q8C8K9	Q9QZ05	0.1508148905	3	0	0.0179681275	0.37
Q8C8K9	P00546	0.1870724427	2	0	0.0359324759	0.442
Q8C8K9	P06242	0.143852621	2	0	0.0347238776	0.314
Q8C8K9	Q9ERH7	0.264927535	3	0	0.020755165	0.441
Q8C8K9	Q8K348	0.1600172693	2	0	0.0290017513	0.32
Q8C8K9	P50750	0.1260448177	2	0	0.0311746988	0.307
Q8C8K9	Q13627	0.174382716	3	0	0.0236128237	0.327
Q8C8K9	O42844	0.1796465593	2	0	0.0200279135	0.337
Q8C8K9	Q08J23	0.004564352	1	0	0.0167893962	0.103
Q8C8K9	P24384	0.0108175508	0	0	0.0135226179	0.154
Q8C8K9	Q8C139	0.1187059207	2	0	0.0206086287	0.357
Q8C8K9	P28241	0.0996933622	0	0	0.0206411259	0.178
Q16QL3	Q9VHS7	0.8	4	1	0.5399597045	0.889
Q16QL3	P40145	0.1810457516	1	0	0.0182330827	0.346
P29293	P10323	0.8333333333	4	1	0.6829100892	0.909
P29293	P00747	0.1374859708	3	0.33333334	0.1398305085	0.337
P29293	P04070	0.2111111111	3	0.33333334	0.140615921	0.449
P29293	P00734	0.0948116579	3	0.33333334	0.1145584726	0.262
P29293	P10144	0.2585875303	3	1	0.1371517028	0.386
Q9JLA3	Q9NYU2	1	4	1	0.9311502939	1
P38287	P31755	0	1	1	0.0453548759	0.308
P38287	Q9NPC4	0.6	1	0.5	0.0478596491	0.72
P32561	O09106	0.27894584	4	1	0.6249261666	0.46
P32561	Q94517	0.4225676475	4	1	0.6087463557	0.586
P32561	P53096	0.2712934282	4	1	0.4637681159	0.44
P32561	Q9UBN7	0.405848697	4	0.5	0.0716530484	0.543
P32561	Q9Z2V6	0.3457610801	4	1	0.0689681335	0.5
P32561	Q969S8	0.25	4	1	0.0886385896	0.4
P32561	P53632	0.2265506708	0	0	0.0294117647	0.538
P50750	O14098	0.4370514409	4	1	0.3046697039	0.68
P50750	P48734	0.3533216107	4	1	0.328057554	0.539
P50750	P06493	0.3157314944	4	1	0.3263838965	0.523
P50750	P51166	0.3465999239	4	1	0.3150289017	0.511
P50750	Q03114	0.1428295461	4	1	0.3138105568	0.304
P50750	P00546	0.1667117793	4	1	0.309352518	0.444
P50750	P06242	0.6666666667	4	1	0.2776603242	0.85
P50750	P11802	0.2130544127	4	1	0.2588495575	0.501
P50750	P39073	0.5386340392	4	1	0.1721355568	0.839
P50750	P28482	0.1181147507	3	1	0.2105978261	0.288
P50750	Q9WV60	0.2394798082	3	1	0.1568010076	0.455
P50750	P06782	0.1772287418	3	0.5	0.1092479675	0.452
P50750	Q96L34	0.262414458	3	0.33333334	0.0947219604	0.436
P50750	A1ZBL9	0.1139470942	3	0.33333334	0.0737191301	0.269
P50750	Q0E915	0.1139470942	3	0.5	0.0785545954	0.269
P50750	Q9V8V8	0.1139470942	3	0.33333334	0.0893255918	0.269
P50750	A1ZBL5	0.1139470942	3	0.33333334	0.0921658986	0.269
P50750	Q55D99	0.2790071776	3	0.5	0.1241121495	0.448
P50750	Q13627	0.2294332211	2	1	0.0827586207	0.429
P50750	P53355	0.2836349821	3	0.33333334	0.0456766401	0.518
P50750	Q5R8X7	0.3156449851	3	1	0.0692245557	0.545
P50750	O43283	0.3156449851	3	1	0.0689292929	0.545
P50750	Q8NEV4	0.2333333333	3	0.33333334	0.0420660541	0.4
P50750	P54644	0.2547014978	3	0.33333334	0.0978417266	0.465
P50750	Q9ERH7	0.35	3	1	0.0522325731	0.603
P50750	Q12852	0.2080720866	3	1	0.0740366089	0.48
P50750	Q00168	0.2485088857	3	0.5	0.0784060312	0.39
P50750	P34099	0.2791418458	3	1	0.0930654569	0.498
P50750	Q95KR7	0.2432991455	2	0	0.0755555556	0.416
P50750	Q04771	0.0965942292	3	0.33333334	0.076523702	0.229
P50750	P54199	0.2398332172	2	1	0.0626865672	0.481
P50750	P00519	0.2848445209	2	0	0.044099162	0.564
P50750	P42683	0.2432991455	2	0	0.0739696312	0.416
P50750	Q61851	0.1142357322	2	0	0.0605683837	0.384
P50750	Q5PXS1	0.2432991455	2	0	0.0739295393	0.416
P50750	P36583	0.2466171988	3	0.25	0.0505388331	0.497
P50750	P36582	0.2290036547	3	0.2	0.0516374714	0.539
P50750	Q54QQ1	0.1968491011	3	1	0.0659124447	0.391
P50750	P10676	0.1941786377	3	0	0.0341765339	0.382
P50750	P00517	0.1740777778	3	0.5	0.0842175066	0.312
P50750	P05132	0.2672677572	3	0.5	0.0838752488	0.448
P50750	P04629	0.1872337539	2	0	0.0529001308	0.412
P50750	Q9QZ05	0.379491191	3	0.33333334	0.0316165222	0.537
P50750	P43405	0.0936124389	2	0	0.0595068753	0.239
P50750	O42844	0.3036855424	3	1	0.0681561086	0.53
P50750	Q8K348	0.2947520561	3	0.33333334	0.0688673876	0.478
P50750	Q16584	0.2655079161	3	0.5	0.0573487032	0.481
P50750	P22694	0.1835527898	3	1	0.0791777188	0.49
P50750	Q05513	0.2702431271	3	0.25	0.0571144279	0.51
P50750	P40376	0.2255202497	3	1	0.0619765494	0.479
P50750	P06213	0.1153721729	2	0	0.0315637623	0.311
P50750	Q05397	0.1311555186	2	0	0.037605042	0.321
P50750	P04626	0.1158916205	2	0	0.0336608558	0.279
P50750	Q1LWJ4	0.139116355	2	0	0.0293036212	0.306
P50750	Q6Q2A2	0.2087555856	2	0	0.0659534298	0.446
P50750	P37173	0.0863020359	3	0.5	0.0507142857	0.271
P50750	P08018	0.1993104758	2	1	0.0465525672	0.405
P50750	A2ASS6	0.1691342241	3	0.2	0.0020867728	0.374
P50750	P51841	0.2143874644	0	0.33333334	0.0264546685	0.498
P50750	Q01887	0.1868983612	2	0	0.039144385	0.36
P50750	Q9BGI0	0.1831935741	2	0	0.0312328767	0.361
P50750	P35575	0.1012169312	0	0	0.0381016949	0.338
P50750	P80404	0.1831935741	2	0	0.0307945205	0.373
P50750	P35576	0.0963902417	0	0	0.0387412587	0.34
P50750	P80147	0.1831935741	2	0	0.029495614	0.361
P50750	P61922	0.1538895448	2	0	0.0291506849	0.298
P06242	P48734	0.5014640512	4	1	0.3772981615	0.635
P06242	P06493	0.4941413752	4	1	0.375399361	0.65
P06242	Q03114	0.2084161749	3	1	0.3408360129	0.394
P06242	P51166	0.5247367113	3	1	0.340562249	0.628
P06242	O14098	0.3534514996	4	1	0.2473716759	0.633
P06242	P00546	0.3096409807	3	1	0.3181454836	0.565
P06242	P28482	0.1626260326	3	1	0.2580645161	0.344
P06242	P39073	0.542047615	4	1	0.1895348837	0.806
P06242	P11802	0.355691496	3	1	0.2563681183	0.608
P06242	Q9WV60	0.2557937328	3	1	0.204278813	0.46
P06242	P06782	0.2467216339	3	0.5	0.1246582832	0.481
P06242	Q00168	0.2689864174	3	0.5	0.1222351572	0.404
P06242	A1ZBL9	0.1308809949	3	0.33333334	0.0780885781	0.296
P06242	Q0E915	0.1308809949	3	0.5	0.0830909846	0.296
P06242	Q9V8V8	0.1308809949	3	0.33333334	0.0952380952	0.296
P06242	A1ZBL5	0.1308809949	3	0.33333334	0.0983751846	0.296
P06242	Q96L34	0.2768747302	3	0.33333334	0.1007564297	0.414
P06242	Q55D99	0.3453338036	3	0.5	0.1345156889	0.505
P06242	Q8NEV4	0.2519480519	3	0.33333334	0.0423868313	0.368
P06242	Q12852	0.2650540778	3	1	0.0846670108	0.489
P06242	P53355	0.2623600698	3	0.33333334	0.0456050228	0.512
P06242	P54644	0.2955178243	3	0.33333334	0.1028122956	0.467
P06242	P34099	0.2466028075	3	1	0.1089031339	0.463
P06242	Q9ERH7	0.4426165434	3	1	0.0511768662	0.612
P06242	Q13627	0.2486050986	2	1	0.0746387643	0.381
P06242	Q5R8X7	0.275792262	3	1	0.0629867351	0.488
P06242	P40376	0.3240917976	3	1	0.0891041162	0.504
P06242	P36582	0.2089767039	3	0.2	0.0591877764	0.539
P06242	O43283	0.275792262	3	1	0.0628424658	0.488
P06242	P36583	0.2719869087	3	0.25	0.0570532915	0.539
P06242	Q16584	0.2644308033	3	0.5	0.0743180648	0.484
P06242	P00517	0.1491904762	3	0.5	0.104017531	0.278
P06242	Q05513	0.2356864922	3	0.25	0.0757883485	0.487
P06242	P22694	0.1624531368	3	1	0.1024105186	0.467
P06242	Q54QQ1	0.2761844314	3	1	0.0731784583	0.461
P06242	P42683	0.3023452154	2	0	0.0790615836	0.438
P06242	P05132	0.2439930306	3	0.5	0.0979532164	0.41
P06242	P00519	0.3562357381	2	0	0.0456513761	0.573
P06242	P54199	0.1866601232	2	1	0.0624517375	0.47
P06242	Q95KR7	0.3023452154	2	0	0.0753810082	0.438
P06242	Q5PXS1	0.3023452154	2	0	0.0736225088	0.438
P06242	P08018	0.2473203863	2	1	0.063798531	0.411
P06242	P10676	0.2415115679	3	0	0.0336035784	0.399
P06242	P04626	0.120901138	2	0	0.0387931034	0.278
P06242	Q9QZ05	0.409751885	3	0.33333334	0.0308485329	0.557
P06242	O42844	0.2807975549	3	1	0.0702271332	0.562
P06242	A2ASS6	0.1871986961	3	0.2	0.0024817841	0.381
P06242	Q05397	0.1545049755	2	0	0.040853883	0.344
P06242	P43405	0.1080180491	2	0	0.0574619289	0.25
P06242	Q61851	0.1350080715	2	0	0.050638902	0.382
P06242	P04629	0.2281834048	2	0	0.0452181987	0.437
P06242	Q04771	0.1106397721	3	0.33333334	0.0577464789	0.268
P06242	Q1LWJ4	0.1339360824	2	0	0.0277021153	0.331
P06242	Q01887	0.1553121693	2	0	0.0536106297	0.33
P06242	Q6Q2A2	0.2530520378	2	0	0.0628965517	0.456
P06242	P06213	0.1374808053	2	0	0.0263901413	0.331
P06242	Q8K348	0.322190629	3	0.33333334	0.0532756489	0.457
P06242	P51841	0.2670370155	0	0.33333334	0.0302094427	0.494
P06242	P37173	0.1007113836	3	0.5	0.04184514	0.277
Q9HC16	Q8IUX4	0.75	4	1	0.4401253918	0.857
Q52RN5	P00442	0.9302325581	4	1	0.9901639344	0.964
Q52RN5	P08228	0.8510638298	4	1	0.8376623377	0.92
Q52RN5	P33431	1	4	1	0.8445171849	1
Q52RN5	P07632	0.9090909091	4	1	0.8292682927	0.952
Q52RN5	Q8HXQ3	1	4	1	0.8149350649	1
Q52RN5	P60052	1	4	1	0.806504065	1
Q52RN5	P00441	0.8163265306	4	1	0.806504065	0.899
Q52RN5	Q8HXQ4	1	4	1	0.775974026	1
Q52RN5	P54199	0.0222809501	0	0	0.0306275187	0.105
P53355	A2ASS6	0.1415715598	4	0.14285715	0.0087132214	0.368
P53355	Q00168	0.1801236963	3	0.25	0.095129376	0.412
P53355	Q96L34	0.2847411259	4	0.2	0.0727359163	0.51
P53355	P06782	0.2677190039	4	0.25	0.0757463607	0.439
P53355	Q9V8V8	0.1156939609	3	0.2	0.0677613321	0.28
P53355	A1ZBL5	0.1156939609	3	0.2	0.0688601645	0.28
P53355	A1ZBL9	0.1156939609	3	0.2	0.0606502709	0.28
P53355	Q0E915	0.1156939609	3	0.25	0.062621464	0.28
P53355	P40376	0.2929496285	3	0.33333334	0.0663054696	0.468
P53355	O42844	0.3990822956	3	0.33333334	0.0648845056	0.578
P53355	P05132	0.2892548533	3	0.25	0.0668151448	0.486
P53355	O95271	0.1784098255	1	0.2	0.0445698715	0.337
P53355	P34099	0.3038664422	3	0.33333334	0.0650496141	0.522
P53355	P00517	0.1666666667	3	0.25	0.0642916783	0.341
P53355	P22694	0.526923194	3	0.33333334	0.0637350404	0.672
P53355	P54644	0.293877551	4	0.2	0.0607513989	0.481
P53355	P06493	0.2970873016	3	0.33333334	0.0612773303	0.543
P53355	P48734	0.38975962	3	0.33333334	0.061294964	0.635
P53355	P36583	0.3877050456	3	0.16666667	0.043760469	0.558
P53355	P36582	0.5219170161	3	0.14285715	0.0427085544	0.668
P53355	O43283	0.3777779896	3	0.33333334	0.0403070175	0.591
P53355	Q5R8X7	0.3777779896	3	0.33333334	0.0402981802	0.591
P53355	Q12852	0.393956044	3	0.33333334	0.0430185052	0.552
P53355	Q8NEV4	0.2179487179	4	0.2	0.0291721204	0.354
P53355	Q05513	0.6146574074	3	0.16666667	0.044004884	0.734
P53355	Q03114	0.1313811638	3	0.33333334	0.0496251442	0.325
P53355	P51166	0.3103712919	3	0.33333334	0.0491784376	0.564
P53355	Q16584	0.2364042513	3	0.25	0.0390928726	0.475
P53355	Q9ERH7	0.2778985683	4	0.33333334	0.031050404	0.502
P53355	P28482	0.2381714504	3	0.33333334	0.0460219286	0.387
P53355	Q95RU8	0.1001133787	1	0.2	0.0263481229	0.348
P53355	P11802	0.3226520344	3	0.33333334	0.0466724789	0.525
P53355	Q95KR7	0.3743459329	2	0	0.0389058524	0.585
P53355	Q55D99	0.2185465522	4	0.25	0.0409214092	0.47
P53355	P42683	0.3743459329	2	0	0.038330364	0.585
P53355	P00519	0.2458885108	2	0	0.0287734896	0.457
P53355	Q5PXS1	0.3743459329	2	0	0.037735369	0.585
P53355	P00546	0.1718803729	3	0.33333334	0.0408920863	0.376
P53355	P54199	0.2069711538	2	0.33333334	0.030679702	0.462
P53355	P08018	0.2378908645	2	0.33333334	0.0326392252	0.47
P53355	Q05397	0.1540048277	2	0	0.0265938069	0.32
P53355	Q9WV60	0.3243896825	3	0.33333334	0.0344949632	0.516
P53355	P10676	0.1898581169	4	0	0.0223754525	0.418
P53355	P04629	0.3387872824	3	0	0.0284833257	0.529
P53355	O14098	0.2138213758	3	0.33333334	0.0325956782	0.526
P53355	P43405	0.1324254812	2	0	0.0314020029	0.252
P53355	Q54QQ1	0.1600730415	4	0.33333334	0.0295531812	0.392
P53355	Q13627	0.2179487179	3	0.33333334	0.0284093595	0.401
P53355	Q61851	0.2320683803	3	0	0.0278994697	0.476
P53355	P06213	0.1386572877	3	0	0.0215096379	0.305
P53355	P39073	0.2391057412	3	0.33333334	0.0286004057	0.543
P53355	P04626	0.1715154909	3	0	0.0216793893	0.323
P53355	Q9QZ05	0.3171635231	4	0.2	0.0169801898	0.513
P53355	Q1LWJ4	0.1792207792	3	0	0.0186079295	0.41
P53355	Q6Q2A2	0.2641948175	3	0	0.0291507893	0.462
P53355	Q04771	0.1196652048	3	0.2	0.0194451646	0.279
P53355	Q62388	0.2403439244	4	0	0.0070463107	0.444
P53355	P25808	0.0666666667	0	0	0.0140909091	0.282
P53355	Q8MQU6	0.1551260081	2	0	0.0145182123	0.366
P06213	Q1LWJ4	0.235397803	4	1	0.5136413241	0.461
P06213	Q6Q2A2	0.3672461082	4	0.25	0.4398055476	0.565
P06213	P04629	0.2140467298	4	0.2	0.1135443942	0.418
P06213	Q61851	0.2624157479	4	0.16666667	0.1038461538	0.498
P06213	P00519	0.1917280618	3	0.14285715	0.084450964	0.406
P06213	Q05397	0.2362495422	3	0.2	0.0843828715	0.515
P06213	Q5PXS1	0.130021376	3	0.16666667	0.1071143086	0.279
P06213	P42683	0.130021376	3	0.16666667	0.10554371	0.279
P06213	Q95KR7	0.130021376	3	0.16666667	0.1044497735	0.279
P06213	Q01887	0.0886852615	4	0.2	0.1021704606	0.192
P06213	P04626	0.3735569908	4	0.6	0.06695635	0.603
P06213	P43405	0.3518809797	3	0.2	0.0814040329	0.541
P06213	O43283	0.1871676027	2	0	0.0597764089	0.32
P06213	Q5R8X7	0.1871676027	2	0	0.0593065693	0.32
P06213	Q12852	0.1936900401	2	0	0.0650100402	0.357
P06213	Q16584	0.2578245652	2	0	0.0568922306	0.423
P06213	Q54QQ1	0.1309173044	3	0	0.0491753362	0.353
P06213	Q96L34	0.0978086205	3	0	0.0385111663	0.234
P06213	P00546	0.2250763126	2	0	0.0455427532	0.453
P06213	P11802	0.1771704758	2	0	0.0461397059	0.378
P06213	Q8NEV4	0.1247165533	3	0	0.0237573715	0.228
P06213	P51841	0.1796405314	0	0	0.0276315789	0.304
P06213	P51166	0.1367303756	2	0	0.0411907655	0.299
P06213	Q9V8V8	0.1591463968	2	0	0.0328671329	0.394
P06213	A1ZBL9	0.1591463968	2	0	0.0292577364	0.394
P06213	O14098	0.0802572278	2	0	0.0362718341	0.258
P06213	P06493	0.1176338727	2	0	0.0406183692	0.262
P06213	A1ZBL5	0.1591463968	2	0	0.0333251594	0.394
P06213	P48734	0.1119064033	2	0	0.040388114	0.247
P06213	Q0E915	0.1591463968	2	0	0.0300853166	0.394
P06213	Q55D99	0.142028569	3	0	0.0376031882	0.266
P06213	P22694	0.1586829176	2	0	0.0382318501	0.306
P06213	Q03114	0.1921606905	2	0	0.039562443	0.503
P06213	P06782	0.2013066146	3	0	0.032868937	0.43
P06213	P05132	0.1283087447	2	0	0.0367789165	0.273
P06213	P36583	0.175205972	2	0	0.0272233094	0.377
P06213	P36582	0.1439680808	2	0	0.0275253639	0.31
P06213	P37173	0.2861029362	2	0	0.0316442606	0.529
P06213	P34099	0.0883503739	2	0	0.0351492321	0.213
P06213	P08018	0.1821953069	2	0	0.0304072856	0.355
P06213	P39073	0.1201524435	2	0	0.0316963101	0.3
P06213	P00517	0.0571285714	2	0	0.0344847775	0.135
P06213	Q04771	0.2898773862	2	0	0.0304619565	0.511
P06213	Q8K348	0.0982858015	2	0	0.0309959072	0.263
P06213	Q00168	0.1195908266	2	0	0.0290571049	0.279
P06213	A2ASS6	0.1808385921	3	0.125	0.0023195386	0.391
P06213	P54644	0.1657836211	3	0	0.0303691275	0.315
P06213	Q9QZ05	0.1618948783	3	0	0.0182847341	0.337
P06213	P28482	0.3185011847	2	0	0.0316568047	0.513
P06213	P10676	0.1133202832	3	0.16666667	0.0184210526	0.274
P06213	P40376	0.1385807018	2	0	0.0281157069	0.295
P06213	O42844	0.1296989796	2	0	0.0258977149	0.268
P06213	Q05513	0.1236107575	2	0	0.0236855539	0.262
P06213	Q9WV60	0.2205106031	2	0	0.024771167	0.369
P06213	Q9ERH7	0.1929529894	3	0	0.0165704043	0.41
P06213	P54199	0.0671288659	2	0	0.0198106336	0.176
P06213	P29122	0.148926262	0	0	0.0160458453	0.358
P06213	Q13627	0.122318158	3	0	0.0154908732	0.283
P06213	Q04592	0.260294308	0	0.16666667	0.0089105793	0.547
P06213	P27046	0.1622052084	0	0	0.0107395751	0.406
Q09174	P50108	0.2960514233	4	1	0.1693766938	0.54
Q8WYN0	Q8C9S8	1	4	1	0.9170305677	1
Q8WYN0	Q8BGV9	1	4	1	0.2370892019	1
Q8WYN0	Q96DT6	1	4	1	0.2055650199	1
Q8WYN0	Q811C2	1	4	1	0.2010221465	1
Q8WYN0	P87231	0.1555704895	3	0	0.0262327416	0.321
Q8WYN0	Q8BND5	0.213036963	0	0	0.0237965486	0.31
Q8HXW6	P50897	0.5161290323	4	1	0.9903303787	0.681
Q8HXW6	O88531	0.64	4	1	0.8841309824	0.78
Q8HXW6	P45479	0.6666666667	4	1	0.8685524126	0.8
Q8BTF5	Q8BTF7	0.935483871	4	0.75	0.9509506751	0.967
Q8BTF5	Q08387	0.2264367816	4	0.6666667	0.1280504524	0.361
Q8BTF5	P12000	0.2176724138	4	0.5	0.0900900901	0.4
Q8BTF5	Q9DC50	0.0446264368	1	0	0.0171144279	0.103
Q9UBN7	Q969S8	0.4444444444	4	0.5	0.2239316239	0.615
Q9UBN7	Q9Z2V6	0.3657333482	4	0.5	0.128411306	0.563
Q9UBN7	O09106	0.4757216756	4	0.5	0.0664346726	0.673
Q9UBN7	Q94517	0.4577530997	4	0.5	0.0650329877	0.634
Q9UBN7	P53096	0.4620071492	4	0.5	0.0602084611	0.673
Q9UBN7	Q9H553	0.0968414302	1	0	0.0169211196	0.351
Q86KF9	Q9NYA1	0.1588329572	4	1	0.1425339367	0.365
Q86KF9	P38274	0.189130552	2	0	0.0206945936	0.377
Q04149	P87231	0.6212121212	4	1	0.1528117359	0.758
P98192	P38719	0.1333333333	1	0	0.0243438914	0.344
Q9USK8	Q9UUL4	0.6666666667	4	1	0.3278394083	0.853
Q9USK8	Q86A79	0.0428571429	0	0	0.0094553095	0.265
Q12303	P00797	0.2	3	0.5	0.099255441	0.488
Q12303	P04843	0.2777777778	1	0	0.0302371542	0.588
Q12303	Q04728	0.3772727273	0	0	0.0325594251	0.509
P30048	P34760	0.2702020202	4	1	0.5300429185	0.451
Q8BJQ9	Q9NYU2	0.2404761905	3	0	0.0144237918	0.346
Q8BJQ9	Q8NCL4	0.0293956044	3	0	0.0242027086	0.2
Q8BJQ9	Q10287	0.1177502296	3	0	0.012312514	0.274
Q8BJQ9	Q09154	0.286326434	0	0	0.0340710932	0.374
Q13733	P13637	0.6428571429	4	1	0.7745766995	0.765
Q13733	P13607	0.3627372685	4	1	0.6875616979	0.522
Q13733	O59868	0.5943452381	3	1	0.1936368623	0.726
Q13733	P98194	0.4958035351	3	1	0.1767241379	0.65
Q13733	Q5R5K5	0.4944206058	3	1	0.17444055	0.668
Q13733	Q03669	0.6332142857	3	1	0.1640759931	0.747
Q13733	Q64566	0.4944206058	3	1	0.173807599	0.668
Q13733	P13587	0.6285714286	3	1	0.1390681004	0.692
Q13733	Q9R0K7	0.1963694596	3	1	0.111352133	0.364
Q13733	Q64430	0.1489509111	3	0.4	0.0324435318	0.266
Q13733	P29465	0.0833333333	0	0	0.0128451381	0.211
Q10741	O14672	0.6666666667	4	1	0.96947624	0.8
Q10741	O35598	0.75	4	1	0.9401238816	0.857
Q10741	Q8JIY1	0.8333333333	4	0.6666667	0.8116295265	0.909
Q10741	Q10743	1	4	0.6666667	0.8113360324	1
P39073	P48734	0.3576681795	4	1	0.2176227085	0.569
P39073	P00546	0.2292707035	4	1	0.2170313424	0.484
P39073	P06493	0.2930383157	4	1	0.2163120567	0.529
P39073	Q03114	0.1067849757	4	1	0.2054631829	0.298
P39073	P51166	0.2409285617	4	1	0.2047477745	0.515
P39073	O14098	0.4524884387	4	1	0.154594069	0.7
P39073	P11802	0.2145604133	4	1	0.1774290887	0.517
P39073	P28482	0.1003188932	3	1	0.1455160745	0.307
P39073	Q9WV60	0.1648653205	3	1	0.1286394918	0.442
P39073	Q13627	0.1696061141	2	1	0.0706579485	0.41
P39073	Q96L34	0.2106426601	3	0.33333334	0.0645480809	0.438
P39073	Q0E915	0.1009461718	3	0.5	0.0539515279	0.269
P39073	A1ZBL9	0.1009461718	3	0.33333334	0.0506303915	0.269
P39073	Q9V8V8	0.1009461718	3	0.33333334	0.0596062992	0.269
P39073	A1ZBL5	0.1009461718	3	0.33333334	0.0612707406	0.269
P39073	P06782	0.1393302294	3	0.5	0.0653591891	0.43
P39073	Q9ERH7	0.425126821	3	1	0.0421792619	0.607
P39073	P40376	0.2176639112	3	1	0.0675908222	0.505
P39073	Q00168	0.2018523528	3	0.5	0.0640407785	0.385
P39073	P36583	0.2511231918	3	0.25	0.0437834225	0.517
P39073	Q9QZ05	0.4052477242	3	0.33333334	0.0304522851	0.568
P39073	P34099	0.231367886	3	1	0.0693058568	0.518
P39073	O43283	0.2831404234	3	1	0.0461815562	0.554
P39073	Q5R8X7	0.2831404234	3	1	0.0458768455	0.554
P39073	Q55D99	0.2155864228	3	0.5	0.0658971668	0.437
P39073	P36582	0.2828933361	3	0.2	0.0427741715	0.579
P39073	Q05397	0.1092721616	2	0	0.0395312005	0.296
P39073	Q95KR7	0.2261989789	2	0	0.0579683131	0.427
P39073	Q61851	0.1518814242	2	0	0.048413631	0.351
P39073	P54199	0.254016391	2	1	0.0484076433	0.509
P39073	Q12852	0.1723550576	3	1	0.0507362221	0.482
P39073	P04629	0.1409145875	2	0	0.0448342328	0.439
P39073	P42683	0.2261989789	2	0	0.0552913753	0.427
P39073	Q16584	0.1881450269	3	0.5	0.0494334872	0.458
P39073	Q1LWJ4	0.1405206566	2	0	0.0302749936	0.319
P39073	P05132	0.2368802419	3	0.5	0.0647123894	0.454
P39073	P22694	0.2102531697	3	1	0.0645107794	0.519
P39073	Q6Q2A2	0.1880370253	2	0	0.0619047619	0.438
P39073	P00517	0.1754156646	3	0.5	0.0641238253	0.306
P39073	Q5PXS1	0.2261989789	2	0	0.0540540541	0.427
P39073	Q8NEV4	0.1666666667	3	0.33333334	0.0267097967	0.381
P39073	P54644	0.2175454175	3	0.33333334	0.0583037075	0.416
P39073	Q05513	0.230254239	3	0.25	0.0471657291	0.538
P39073	O42844	0.3693608578	3	1	0.0517158047	0.56
P39073	Q54QQ1	0.1587541564	3	1	0.0445586975	0.383
P39073	P10676	0.1497669879	3	0	0.0257903908	0.387
P39073	P00519	0.2573827704	2	0	0.0317535545	0.547
P39073	P04626	0.084794317	2	0	0.0289930556	0.259
